Food_Code,Food_Desc
51301020,"Bread, wheat or cracked wheat, toasted"
51301040,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery"
51301050,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted"
51301120,"Bread, wheat or cracked wheat, with raisins"
51301130,"Bread, wheat or cracked wheat, with raisins, toasted"
51301510,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber"
51301520,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted"
51301540,"Bread, French or Vienna, whole wheat, NS as to 100%, made from home recipe or purchased at bakery"
51301550,"Bread, French or Vienna, whole wheat, NS as to 100%, made from home recipe or purchased at bakery, toast"
51301600,"Bread, pita, whole wheat, NS as to 100%"
51301610,"Bread, pita, whole wheat, NS as to 100%, toasted"
51301620,"Bread, pita, wheat or cracked wheat"
51301630,"Bread, pita, wheat or cracked wheat, toasted"
51301700,"Bagel, wheat"
51301710,"Bagel, wheat, toasted"
51301750,"Bagel, whole wheat, NS as to 100%"
51301760,"Bagel, whole wheat, NS as to 100%, toasted"
51301800,"Bagel, wheat, with raisins"
51301810,"Bagel, wheat, with raisins, toasted"
51301820,"Bagel, wheat, with fruit and nuts"
51301830,"Bagel, wheat, with fruit and nuts, toasted"
51301900,"Bagel, wheat bran"
51302010,"Bread, wheat bran"
51302020,"Bread, wheat bran, toasted"
51302050,"Bread, wheat bran, with raisins"
51302060,"Bread, wheat bran, with raisins, toasted"
51302500,"Muffin, English, wheat bran"
51302510,"Muffin, English, wheat bran, toasted"
51302520,"Muffin, English, wheat bran, with raisins"
51303010,"Muffin, English, wheat or cracked wheat"
51303020,"Muffin, English, wheat or cracked wheat, toasted"
51303030,"Muffin, English, whole wheat, NS as to 100%"
51303040,"Muffin, English, whole wheat, NS as to 100%, toasted"
51303050,"Muffin, English, wheat or cracked wheat, with raisins"
51303060,"Muffin, English, wheat or cracked wheat, with raisins, toasted"
51303070,"Muffin, English, whole wheat, NS as to 100%, with raisins"
51303080,"Muffin, English, whole wheat, NS as to 100%, with raisins, toasted"
51306000,"Bread stick, hard, whole wheat, NS as to 100%"
51320010,"Roll, wheat or cracked wheat"
51320020,"Roll, wheat or cracked wheat, toasted"
51320040,"Roll, wheat or cracked wheat, made from home recipe or purchased at bakery"
51320500,"Roll, whole wheat, NS as to 100%"
51320510,"Roll, whole wheat, NS as to 100%, toasted"
51320530,"Roll, whole wheat, NS as to 100%, made from home recipe or purchased at bakery"
51320540,"Roll, whole wheat, NS as to 100%, made from home recipe or purchased at bakery, toasted"
51401010,"Bread, rye"
51401020,"Bread, rye, toasted"
51401030,"Bread, marble rye and pumpernickel"
51401040,"Bread, marble rye and pumpernickel, toasted"
51401060,"Bread, rye, reduced calorie and/or high fiber"
51401070,"Bread, rye, reduced calorie and/or high fiber, toasted"
51404010,"Bread, pumpernickel"
51404020,"Bread, pumpernickel, toasted"
51404500,"Bagel, pumpernickel"
51404510,"Bagel, pumpernickel, toasted"
51404550,"Muffin, English, pumpernickel"
51407010,"Bread, black"
51407020,"Bread, black, toasted"
51420000,"Roll, rye"
51421000,"Roll, pumpernickel"
51421100,"Roll, pumpernickel, toasted"
51501010,"Bread, oatmeal"
51501020,"Bread, oatmeal, toasted"
51501040,"Bread, oat bran"
51501050,"Bread, oat bran, toasted"
51501060,"Bread, oat bran, reduced calorie and/or high fiber"
51501070,"Bread, oat bran, reduced calorie and/or high fiber, toasted"
51501080,"Bagel, oat bran"
51501090,"Bagel, oat bran, toasted"
51502010,"Roll, oatmeal"
51502100,"Roll, oat bran"
51503000,"Muffin, English, oat bran"
51503010,"Muffin, English, oat bran, toasted"
51601010,"Bread, multigrain, toasted"
51601020,"Bread, multigrain"
51601210,"Bread, multigrain, with raisins"
51601220,"Bread, multigrain, with raisins, toasted"
51602010,"Bread, multigrain, reduced calorie and/or high fiber"
51602020,"Bread, multigrain, reduced calorie and/or high fiber, toasted"
51620000,"Roll, multigrain"
51620010,"Roll, multigrain, toasted"
51630000,"Bagel, multigrain"
51630010,"Bagel, multigrain, toasted"
51630100,"Bagel, multigrain, with raisins"
51630110,"Bagel, multigrain, with raisins, toasted"
51630200,"Muffin, English, multigrain"
51630210,"Muffin, English, multigrain, toasted"
51801010,"Bread, barley"
51802010,"Bread, triticale"
51804010,"Bread, soy"
51804020,"Bread, soy, toasted"
51805010,"Bread, sunflower meal"
51805020,"Bread, sunflower meal, toasted"
51806010,"Bread, rice"
51806020,"Bread, rice, toasted"
51807000,Injera (American-style Ethiopian bread)
51808000,"Bread, low gluten"
51808010,"Bread, low gluten, toasted"
52101000,"Biscuit, baking powder or buttermilk type, NS as to made from mix, refrigerated dough, or home recipe"
52101030,"Biscuit dough, fried"
52101040,Crumpet
52101050,"Crumpet, toasted"
52101100,"Biscuit, baking powder or buttermilk type, made from mix"
52101150,"Biscuit, baking powder or buttermilk type, made from refrigerated dough, lowfat"
52102040,"Biscuit, baking powder or buttermilk type, made from refrigerated dough"
52103000,"Biscuit, baking powder or buttermilk type, commercially baked"
52104010,"Biscuit, baking powder or buttermilk type, made from home recipe"
52104040,"Biscuit, whole wheat"
52104100,"Biscuit, cheese"
52104200,"Biscuit, cinnamon-raisin"
52105100,Scone
52105110,"Scone, whole wheat"
52105200,"Scone, with fruit"
52201000,"Cornbread, prepared from mix"
52202060,"Cornbread, made from home recipe"
52204000,Cornbread stuffing
52206010,"Cornbread muffin, stick, round"
52206020,"Cornbread muffin, stick, round, toasted"
52206060,"Cornbread muffin, stick, round, made from home recipe"
52207010,"Corn flour patty or tart, fried"
52208010,"Corn pone, baked"
52208750,"Gordita/sope shell, plain, no filling, grilled, no fat added"
52208760,"Gordita/sope shell, plain, no filling, fried in oil"
52209010,Hush puppy
52213010,Spoonbread
52215000,"Tortilla, NFS"
52215100,"Tortilla, corn"
52215200,"Tortilla, flour (wheat)"
52215260,"Tortilla, whole wheat"
52215300,"Taco shell, corn"
52215350,"Taco shell, flour"
52220110,"Cornmeal bread, Dominican style (Arepa Dominicana)"
52301000,"Muffin, NFS"
52302010,"Muffin, fruit and/or nuts"
52302020,"Muffin, fruit and/or nut, low fat"
52302100,"Muffin, fruit, fat free, cholesterol free"
52302500,"Muffin, chocolate chip"
52302600,"Muffin, chocolate"
52302610,"Muffin, chocolate, lowfat"
52303010,"Muffin, whole wheat"
52303500,"Muffin, wheat"
52304010,"Muffin, wheat bran"
52304040,"Muffin, bran with fruit, lowfat"
52304060,"Muffin, bran with fruit, no fat, no cholesterol"
52304100,"Muffin, oatmeal"
52304150,"Muffin, oat bran"
52304200,"Muffin, oat bran with fruit and/or nuts"
52306010,"Muffin, plain"
52306300,"Muffin, cheese"
52306500,"Muffin, pumpkin"
52306550,"Muffin, zucchini"
52306700,"Muffin, carrot"
52307020,"Muffin, multigrain, with nuts"
52307120,"Muffin, multigrain, with fruit"
52308010,"Matzo, fritters"
52308020,Matzo ball
52311010,Popover
52320110,"Toaster muffin, fruit, toasted"
52403000,"Bread, nut"
52404060,"Bread, pumpkin"
52405010,"Bread, fruit, without nuts"
52405100,"Bread, fruit and nut"
52406010,"Bread, whole wheat, with nuts"
52407000,"Bread, zucchini"
52408000,"Bread, Irish soda"
53100050,"Cake batter, raw, chocolate"
53100070,"Cake batter, raw, not chocolate"
53100100,"Cake, NS as to type, with or without icing"
53101000,"Cake, angel food, NS as to icing"
53101100,"Cake, angel food, without icing"
53101200,"Cake, angel food, with icing"
53101250,"Cake, angel food, with fruit and icing or filling"
53101300,"Cake, angel food, chocolate, without icing"
53102000,"Cake, applesauce, NS as to icing"
53102100,"Cake, applesauce, without icing"
53102200,"Cake, applesauce, with icing"
53102300,"Cake, applesauce, diet, without icing"
53102500,"Cake, banana, NS as to icing"
53102600,"Cake, banana, without icing"
53102700,"Cake, banana, with icing"
53102800,"Cake, black forest (chocolate-cherry)"
53103000,"Cake, Boston cream pie"
53103550,"Cake, butter, without icing"
53103600,"Cake, butter, with icing"
53104000,"Cake, carrot, NS as to icing"
53104100,"Cake, carrot, without icing"
53104260,"Cake, carrot, with icing"
53104300,"Cake, carrot, diet"
53104400,"Cake, coconut, with icing"
53104500,Cheesecake
53104520,"Cheesecake, diet"
53104550,Cheesecake with fruit
53104570,"Cheesecake, diet, with fruit"
53104580,"Cheesecake -type dessert, made with yogurt, with fruit"
53104600,"Cheesecake, chocolate"
53104650,"Cheesecake, chocolate, reduced fat"
53104950,"Cake, chocolate, made with mayonnaise or salad dressing, with icing, coating, or filling"
53105000,"Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), NS as to i"
53105050,"Cake, chocolate, devil's food, or fudge, made from home recipe or purchased ready-to-eat, NS as to icing"
53105100,"Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), without ic"
53105160,"Cake, chocolate, devil's food, or fudge, without icing or filling, made from home recipe or purchased re"
53105200,"Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), with icing"
53105260,"Cake, chocolate, devil's food, or fudge, with icing, coating, or filling, made from home recipe or purch"
53105300,"Cake, German chocolate, with icing and filling"
53105500,"Cake, chocolate, with icing, diet"
53105600,"Cake, chocolate, devil's food, or fudge, pudding-type mix, made by ""Lite"" recipe (eggs and water added t"
53105700,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil"
53105750,"Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil"
53105900,"Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), NS as"
53106000,"Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), witho"
53106050,"Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), with"
53106500,"Cake, cream, without icing or topping"
53107000,"Cake, cupcake, NS as to type or icing"
53107100,"Cake, cupcake, NS as to type, without icing"
53107200,"Cake, cupcake, NS as to type, with icing"
53108000,"Cake, cupcake, chocolate, NS as to icing"
53108100,"Cake, cupcake, chocolate, without icing or filling"
53108200,"Cake, cupcake, chocolate, with icing or filling"
53109000,"Cake, cupcake, not chocolate, NS as to icing"
53109100,"Cake, cupcake, not chocolate, without icing or filling"
53109200,"Cake, cupcake, not chocolate, with icing or filling"
53109210,"Cake, cupcake, not chocolate, with icing or filling, lowfat, cholesterol free"
53109250,"Cake, cupcake, not chocolate, with fruit and cream filling"
53109270,"Cake, cupcake, chocolate, with or without icing, fruit filling or cream filling, lowfat, cholesterol fre"
53109300,"Cake, Dobos Torte (non-chocolate layer cake with chocolate filling and icing)"
53110000,"Cake, fruit cake, light or dark, holiday type cake"
53110100,"Cake, plum pudding"
53111000,"Cake, gingerbread, without icing"
53111500,"Cake, graham cracker, without icing"
53112000,"Cake, ice cream and cake roll, chocolate"
53112100,"Cake, ice cream and cake roll, not chocolate"
53112160,"Cake, frozen yogurt and cake layer, chocolate, with icing"
53112500,"Cake, ice box with fruit and whipped cream"
53113000,"Cake, jelly roll"
53113950,"Cake, lemon, NS as to icing"
53114000,"Cake, lemon, without icing"
53114100,"Cake, lemon, with icing"
53114200,"Cake, lemon, lowfat, without icing"
53114250,"Cake, lemon, lowfat, with icing"
53115000,"Cake, marble, NS as to icing"
53115100,"Cake, marble, without icing"
53115200,"Cake, marble, with icing"
53115300,"Cake, nut, NS as to icing"
53115310,"Cake, nut, without icing"
53115320,"Cake, nut, with icing"
53115400,"Cake, oatmeal, without icing"
53115410,"Cake, oatmeal, with icing"
53115450,"Cake, peanut butter, with icing"
53115500,"Cake, pineapple, fat free, cholesterol free, without icing"
53115600,"Cake, poppyseed, without icing"
53116000,"Cake, pound, without icing"
53116020,"Cake, pound, with icing"
53116270,"Cake, pound, chocolate"
53116280,"Cake, pound, chocolate, fat free, cholesterol free"
53116350,"Cake, pound, Puerto Rican style (Ponque)"
53116380,"Cake, pound, fat free, cholesterol free"
53116390,"Cake, pound, reduced fat, cholesterol free"
53116490,"Cake, pumpkin, NS as to icing"
53116500,"Cake, pumpkin, without icing"
53116510,"Cake, pumpkin, with icing"
53116550,"Cake, raisin-nut, without icing"
53116560,"Cake, raisin-nut, with icing"
53116570,"Cake, Ravani (made with farina)"
53116600,"Cake, rice flour, without icing"
53116650,"Cake, Quezadilla, El Salvadorian style"
53117000,"Cake, spice, NS as to icing"
53117100,"Cake, spice, without icing"
53117200,"Cake, spice, with icing"
53118000,"Cake, sponge, NS as to icing"
53118100,"Cake, sponge, without icing"
53118200,"Cake, sponge, with icing"
53118300,"Cake, sponge, chocolate, without icing"
53118310,"Cake, sponge, chocolate, with icing"
53118350,"Cake, sweetpotato, with icing"
53118410,"Cake, rum flavored, without icing (Sopa Borracha)"
53118500,"Cake, torte"
53118550,"Cake, tres leche"
53118700,"Cake, chiffon, without icing"
53119000,"Cake, upside down (all fruits)"
53120000,"Cake, white, standard-type mix (egg whites and water added), NS as to icing"
53120060,"Cake, white, made from home recipe or purchased ready-to-eat, NS as to icing"
53120100,"Cake, white, standard-type mix (egg whites and water added to mix), without icing"
53120160,"Cake, white, without icing, made from home recipe or purchased ready-to-eat"
53120200,"Cake, white, standard-type mix (egg whites and water added to mix), with icing"
53120260,"Cake, white, with icing, made from home recipe or purchased ready-to-eat"
53120300,"Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), NS as to icing"
53120330,"Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), without icing"
53120350,"Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), with icing"
53120400,"Cake, white, eggless, lowfat"
53120500,"Cake, whole wheat, with fruit and nuts, without icing"
53121000,"Cake, yellow, standard-type mix (eggs and water added to dry mix), NS as to icing"
53121060,"Cake, yellow, made from home recipe or purchased ready-to- eat, NS as to icing"
53121100,"Cake, yellow, standard-type mix (eggs and water added to dry mix), without icing"
53121160,"Cake, yellow, without icing, made from home recipe or purchased ready-to-eat"
53121200,"Cake, yellow, standard-type mix (eggs and water added to dry mix), with icing"
53121260,"Cake, yellow, with icing, made from home recipe or purchased ready-to-eat"
53121280,"Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), NS as to icing"
53121300,"Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), without icing"
53121330,"Cake, yellow, pudding-type mix (oil, eggs, and water added to dry mix), with icing"
53122070,"Cake, shortcake, biscuit type, with whipped cream and fruit"
53122080,"Cake, shortcake, biscuit type, with fruit"
53123070,"Cake, shortcake, sponge type, with whipped cream and fruit"
53123080,"Cake, shortcake, sponge type, with fruit"
53123500,"Cake, shortcake, with whipped topping and fruit, diet"
53124100,"Cake, zucchini, NS as to icing"
53124110,"Cake, zucchini, without icing"
53124120,"Cake, zucchini, with icing"
53200100,"Cookie, batter or dough, raw, not chocolate"
53201000,"Cookie, NFS"
53202000,"Cookie, almond"
53203000,"Cookie, applesauce"
53203050,"Cookie, fruit, baby"
53203100,"Cookie, baby"
53203500,"Cookie, biscotti (Italian sugar cookie)"
53204000,"Cookie, brownie, NS as to icing"
53204010,"Cookie, brownie, without icing"
53204100,"Cookie, brownie, with icing"
53204500,"Cookie, brownie, with cream cheese filling, without icing"
53204600,"Cookie, brownie, with peanut butter fudge icing"
53204800,"Cookie, brownie, diet, NS as to icing"
53204830,"Cookie, brownie, lowfat, with icing"
53204840,"Cookie, brownie, lowfat, without icing"
53204850,"Cookie, brownie, fat free, cholesterol free, with icing"
53204860,"Cookie, brownie, fat free, without icing"
53205250,"Cookie, butterscotch, brownie"
53205500,"Cookie, butterscotch chip"
53205600,"Cookie, caramel coated, with nuts"
53205750,"Cookie, carob"
53206000,"Cookie, chocolate chip"
53206010,"Cookie, chocolate chip, with raisins"
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery"
53206030,"Cookie, chocolate chip, reduced fat"
53206050,"Cookie, rich, chocolate chip, with chocolate filling"
53206100,"Cookie, chocolate chip sandwich"
53206500,"Cookie, chocolate, made with rice cereal"
53206550,"Cookie, chocolate, made with oatmeal and coconut (no-bake)"
53207000,"Cookie, chocolate fudge, with/without nuts"
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free"
53208000,"Cookie, chocolate-covered marshmallow"
53208200,"Cookie, marshmallow pie, chocolate covered"
53209000,"Cookie, chocolate, chocolate sandwich or chocolate-coated or striped"
53209010,"Cookie, chocolate-covered, sugar wafer, creme- or caramel-filled"
53209020,"Cookie, chocolate sandwich, reduced fat"
53209050,"Cookie, chocolate-covered, chocolate sandwich"
53209100,"Cookie, chocolate, sandwich, with extra filling"
53209500,"Cookie, chocolate and vanilla sandwich"
53210000,"Cookie, chocolate wafer"
53210900,"Cookie, graham cracker sandwich with chocolate and marshmallow filling"
53210910,"Cookie, graham cracker with marshmallow"
53211000,"Cookie bar, with chocolate, nuts, and graham crackers"
53215000,"Cookie, coconut, bars"
53215500,"Cookie, coconut"
53216000,"Cookie, coconut and nut"
53220000,"Cookie, fruit-filled bar"
53220010,"Cookie, fruit-filled bar, fat free"
53220020,"Cookie, date bar"
53220030,"Cookie, fig bar"
53220040,"Cookie, fig bar, fat free"
53222010,"Cookie, fortune"
53222020,"Cookie, cone shell, ice cream type, wafer or cake"
53222100,"Cookie, cone shell, ice cream type, brown sugar"
53223000,"Cookie, gingersnaps"
53223100,"Cookie, granola"
53224000,"Cookie, ladyfinger"
53224250,"Cookie, lemon bar"
53225000,"Cookie, macaroon, coconut-meringue type, no flour"
53226000,"Cookie, marshmallow, with coconut"
53226500,"Cookie, marshmallow, with rice cereal (no-bake)"
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips"
53226600,"Cookie, marshmallow and peanut butter, with oat cereal (no-bake)"
53227000,"Cookie, marshmallow pies, non-chocolate coating"
53228000,"Cookie, meringue"
53230000,"Cookie, molasses"
53231000,"Cookie, Lebkuchen"
53231400,"Cookie, multigrain, high fiber"
53233000,"Cookie, oatmeal"
53233010,"Cookie, oatmeal, with raisins"
53233020,"Cookie, oatmeal, with fruit filling"
53233030,"Cookie, oatmeal, fat free, with raisins"
53233040,"Cookie, oatmeal, reduced fat, with raisins"
53233050,"Cookie, oatmeal sandwich, with creme filling"
53233060,"Cookie, oatmeal, with chocolate chips"
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling"
53233100,"Cookie, oatmeal, with chocolate and peanut butter (no-bake)"
53233500,"Cookie, oat bran"
53234000,"Cookie, peanut butter"
53234010,"Cookie, peanut butter, with oatmeal"
53234100,"Cookie, peanut butter, with chocolate"
53234250,"Cookie, peanut butter with rice cereal (no-bake)"
53235000,"Cookie, peanut"
53235500,"Cookie, with peanut butter filling, chocolate-coated"
53236000,"Cookie, pizzelle (Italian style wafer)"
53236100,"Cookie, pumpkin"
53237000,"Cookie, raisin"
53237010,"Cookie, raisin sandwich, cream-filled"
53237500,"Cookie, rum ball (no-bake)"
53238000,"Cookie, sandwich-type, not chocolate or vanilla"
53239000,"Cookie, shortbread"
53239010,"Cookie, shortbread, reduced fat"
53239050,"Cookie, shortbread, with chocolate filling"
53241500,"Cookie, butter or sugar cookie"
53241600,"Cookie, butter or sugar cookie, with fruit and/or nuts"
53242000,"Cookie, sugar wafer"
53242250,"Cookie, teething, baby food"
53242500,"Cookie, toffee bar"
53243000,"Cookie, vanilla sandwich"
53243050,"Cookie, vanilla sandwich, reduced fat"
53243100,"Cookie, rich, all chocolate, with chocolate filling or chocolate chips"
53244010,"Cookie, butter or sugar, with chocolate icing or filling"
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate"
53245000,"Cookie, vanilla waffle creme"
53246000,"Cookie, tea, Japanese"
53247000,"Cookie, vanilla wafer"
53247050,"Cookie, vanilla wafer, reduced fat"
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating"
53248000,"Cookie, whole wheat, dried fruit, nut"
53251100,"Cookie, rugelach"
53260000,"Cookie, dietetic, NFS"
53260030,"Cookie, dietetic, chocolate chip"
53260050,"Cookie, dietetic, chocolate flavored"
53260100,"Cookie, dietetic, fruit types"
53260150,"Cookie, lemon wafer, lowfat"
53260200,"Cookie, dietetic, oatmeal with raisins"
53260300,"Cookie, dietetic, sandwich type"
53260400,"Cookie, dietetic, sugar or plain"
53270100,"Cookies, Puerto Rican (Mantecaditos polvorones)"
53300100,"Pie, NFS"
53300170,"Pie, individual size or tart, NFS"
53301000,"Pie, apple, two crust"
53301070,"Pie, apple, individual size or tart"
53301080,"Pie, apple, fried pie"
53301500,"Pie, apple, one crust"
53301750,"Pie, apple, diet"
53302000,"Pie, apricot, two crust"
53302070,"Pie, apricot, individual size or tart"
53302080,"Pie, apricot, fried pie"
53303000,"Pie, blackberry, two crust"
53303070,"Pie, blackberry, individual size or tart"
53303500,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust"
53303510,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust"
53303570,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual si"
53304000,"Pie, blueberry, two crust"
53304050,"Pie, blueberry, one crust"
53304070,"Pie, blueberry, individual size or tart"
53305000,"Pie, cherry, two crust"
53305010,"Pie, cherry, one crust"
53305070,"Pie, cherry, individual size or tart"
53305080,"Pie, cherry, fried pie"
53305700,"Pie, lemon (not cream or meringue)"
53305720,"Pie, lemon (not cream or meringue), individual size or tart"
53306000,"Pie, mince, two crust"
53306070,"Pie, mince, individual size or tart"
53307000,"Pie, peach, two crust"
53307050,"Pie, peach, one crust"
53307070,"Pie, peach, individual size or tart"
53307080,"Pie, peach, fried pie"
53307500,"Pie, pear, two crust"
53308000,"Pie, pineapple, two crust"
53308070,"Pie, pineapple, individual size or tart"
53308300,"Pie, plum, two crust"
53308500,"Pie, prune, one crust"
53309000,"Pie, raisin, two crust"
53309070,"Pie, raisin, individual size or tart"
53310000,"Pie, raspberry, one crust"
53310050,"Pie, raspberry, two crust"
53311000,"Pie, rhubarb, two crust"
53311050,"Pie, rhubarb, one crust"
53312000,"Pie, strawberry, one crust"
53313000,"Pie, strawberry-rhubarb, two crust"
53314000,"Pie, strawberry, individual size or tart"
53340000,"Pie, apple-sour cream"
53340500,"Pie, cherry, made with cream cheese and sour cream"
53341000,"Pie, banana cream"
53341070,"Pie, banana cream, individual size or tart"
53341500,"Pie, buttermilk"
53341750,"Pie, chess"
53342000,"Pie, chocolate cream"
53342070,"Pie, chocolate cream, individual size or tart"
53343000,"Pie, coconut cream"
53343070,"Pie, coconut cream, individual size or tart"
53344000,"Pie, custard"
53344070,"Pie, custard, individual size or tart"
53344200,Mixed fruit tart filled with custard or cream cheese
53344300,Dessert pizza
53345000,"Pie, lemon cream"
53345070,"Pie, lemon cream, individual size or tart"
53346000,"Pie, peanut butter cream"
53346500,"Pie, pineapple cream"
53347000,"Pie, pumpkin"
53347070,"Pie, pumpkin, individual size or tart"
53347100,"Pie, raspberry cream"
53347600,"Pie, squash"
53348000,"Pie, strawberry cream"
53360000,"Pie, sweetpotato"
53365000,"Pie, vanilla cream"
53366000,"Pie, yogurt, frozen"
53370000,"Pie, chiffon, not chocolate"
53381000,"Pie, lemon meringue"
53382000,"Pie, chocolate-marshmallow"
53385000,"Pie, pecan"
53385070,"Pie, pecan, individual size or tart"
53385500,"Pie, oatmeal"
53385600,"Pie, praline mousse, with nuts"
53386000,"Pie, pudding, flavors other than chocolate"
53386050,"Pie, pudding, flavors other than chocolate, individual size or tart"
53386250,"Pie, pudding, chocolate, with chocolate coating, individual size"
53386500,"Pie, pudding, flavors other than chocolate, with chocolate coating, individual size"
53387000,"Pie, Toll house chocolate chip"
53390000,"Pie, shoo-fly"
53390100,"Pie, tofu with fruit"
53391000,Pie shell
53391100,"Pie shell, graham cracker"
53391150,"Pie shell, chocolate wafer"
53400200,"Blintz, cheese-filled"
53400300,"Blintz, fruit-filled"
53410100,"Cobbler, apple"
53410300,"Cobbler, berry"
53410500,"Cobbler, cherry"
53410800,"Cobbler, peach"
53410850,"Cobbler, pear"
53410860,"Cobbler, pineapple"
53410900,"Cobbler, rhubarb"
53415100,"Crisp, apple, apple dessert"
53415120,"Fritter, apple"
53415200,"Fritter, banana"
53415300,"Crisp, blueberry"
53415400,"Crisp, cherry"
53415500,"Crisp, peach"
53415600,"Crisp, rhubarb"
53420000,"Cream puff, eclair, custard or cream filled, NS as to icing"
53420100,"Cream puff, eclair, custard or cream filled, not iced"
53420200,"Cream puff, eclair, custard or cream filled, iced"
53420210,"Cream puff, eclair, custard or cream filled, iced, reduced fat"
53420250,"Cream puff, no filling or icing"
53420300,"Air filled fritter or fried puff, without syrup, Puerto Rican style (Bunuelos de viento)"
53420310,"Wheat flour fritter, without syrup"
53420400,"Sopaipilla, without syrup or honey"
53420410,Sopaipilla with syrup or honey
53430000,"Crepe, dessert type, NS as to filling"
53430100,"Crepe, dessert type, chocolate-filled"
53430200,"Crepe, dessert type, fruit-filled"
53430250,Crepe suzette
53430700,"Tamale, sweet"
53430750,"Tamale, sweet, with fruit"
53440000,"Strudel, apple"
53440300,"Strudel, berry"
53440500,"Strudel, cherry"
53440600,"Strudel, cheese"
53440800,"Strudel, cheese and fruit"
53441110,Baklava
53441210,Basbousa (semolina dessert dish)
53450000,"Turnover or dumpling, apple"
53450300,"Turnover or dumpling, berry"
53450500,"Turnover or dumpling, cherry"
53450800,"Turnover or dumpling, lemon"
53451000,"Turnover or dumpling, peach"
53451500,"Turnover, guava"
53451750,"Turnover, pumpkin"
53452100,"Pastry, fruit-filled"
53452120,"Pastry, Oriental, made with bean or lotus seed paste filling (baked)"
53452130,"Pastry, Oriental, made with bean paste and salted egg yolk filling (baked)"
53452150,"Pastry, Chinese, made with rice flour"
53452170,"Pastry, cookie type, fried"
53452200,"Pastry, Italian, with cheese"
53452400,"Pastry, puff"
53452420,"Pastry, puff, custard or cream filled, iced or not iced"
53452450,Cheese pastry puffs
53452500,"Pastry, mainly flour and water, fried"
53453150,"Empanada, Mexican turnover, fruit-filled"
53453170,"Empanada,  Mexican turnover, pumpkin"
53500100,"Breakfast pastry, NFS"
53510000,"Danish pastry, plain or spice"
53510100,"Danish pastry, with fruit"
53510200,"Danish pastry, with nuts"
53511000,"Danish pastry, with cheese"
53511500,"Danish pastry, with cheese, fat free, cholesterol free"
53520000,"Doughnut, NS as to cake or yeast"
53520110,"Doughnut, cake type"
53520120,"Doughnut, chocolate, cake type"
53520140,"Doughnut, cake type, chocolate covered"
53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts"
53520160,"Doughnut, chocolate, cake type, with chocolate icing"
53520200,Churros
53520500,"Doughnut, oriental"
53520600,"Cruller, NFS"
53520700,French cruller
53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing"
53521110,"Doughnut, raised or yeast"
53521120,"Doughnut, chocolate, raised or yeast"
53521130,"Doughnut, raised or yeast, chocolate covered"
53521140,"Doughnut, jelly"
53521210,"Doughnut, custard-filled"
53521220,"Doughnut, chocolate cream-filled"
53521230,"Doughnut, custard-filled, with icing"
53521250,"Doughnut, wheat"
53521300,"Doughnut, wheat, chocolate covered"
53530000,Breakfast tart
53530010,"Breakfast tart, lowfat"
53540000,"Breakfast bar, NFS"
53540100,"Breakfast bar, cake-like"
53540200,"Breakfast bar, cereal crust with fruit filling, lowfat"
53540250,"Breakfast bar, cereal crust with fruit filling, fat free"
53540300,Fiber One Chewy Bar
53540400,Kellogg's Nutri-Grain Cereal Bar
53540402,Kellogg's Nutri-Grain Yogurt Bar
53540404,Kellogg's Nutri-Grain Fruit and Nut Bar
53540500,"Breakfast bar, date, with yogurt coating"
53540600,Milk 'n Cereal bar
53540700,Kellogg's Special K bar
53540800,Kashi GOLEAN Chewy Bars
53540802,Kashi TLC Chewy Granola Bar
53540804,Kashi GOLEAN Crunchy Bars
