Food code,Main food description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),Cholesterol (mg),"Vitamin A, RAE (mcg_RAE)",Vitamin B-6 (mg),Vitamin C (mg),Calcium (mg),"Iron
(mg)",Potassium (mg),Sodium (mg),Caffeine (mg),Alcohol (g),"Water
(g)"
42401100,"Yogurt, coconut milk",64,0.31,7.95,"7.4","0",3.5,0,"57",0.003,0,170,"0.28",27,21,0,0,"88.01"
42402010,"Coconut cream, canned, sweetened",357,1.17,53.21,"51.5","0.2",16.31,0,"0",0.029,0,4,"0.13",101,36,0,0,"28.97"
42403010,"Coconut water, unsweetened",18,0.22,4.24,"3.92","0",0,0,"0",0,9.9,7,"0.03",165,26,0,0,"95.03"
42404010,"Coconut water, sweetened",37,0.21,9.07,"8.78","0",0.02,0,"0",0,9.4,7,"0.03",157,25,0,0,"90.22"
42500000,"Trail mix, NFS",452,10.9,51.12,"36.48","6.5",26.74,0,"1",0.263,0.9,62,"2.14",523,134,0,0,"8.8"
42500100,Trail mix with nuts,600,20.06,21.18,"4.1","8.1",52.82,0,"0",0.42,0.6,88,"3.2",649,252,0,0,"1.97"
42501000,Trail mix with nuts and fruit,452,10.9,51.12,"36.48","6.5",26.74,0,"1",0.263,0.9,62,"2.14",523,134,0,0,"8.8"
42501500,Trail mix with chocolate,501,11.65,48.32,"34.85","6",32.17,4,"15",0.244,0.8,80,"2.16",490,146,4,0,"5.21"
42502100,"Trail mix with pretzels, cereal, or granola",474,13.09,50.65,"19.32","6.1",27.58,0,"0",0.257,1.2,60,"3.04",480,444,0,0,"5.57"
43101050,"Pumpkin seeds, NFS",574,29.84,14.71,"1.29","6.5",49.05,0,"0",0.1,1.8,52,"8.07",788,18,0,0,"2.03"
43101100,"Pumpkin seeds, salted",567,29.49,14.54,"1.27","6.4",48.47,0,"0",0.099,1.8,52,"7.97",779,477,0,0,"2.01"
43101150,"Pumpkin seeds, unsalted",574,29.84,14.71,"1.29","6.5",49.05,0,"0",0.1,1.8,52,"8.07",788,18,0,0,"2.03"
43102000,"Sunflower seeds, plain, unsalted",582,19.33,24.07,"2.73","11.1",49.8,0,"0",0.804,1.4,70,"3.8",850,3,0,0,"1.2"
43102100,"Sunflower seeds, plain, salted",575,19.1,23.78,"2.7","11",49.21,0,"0",0.794,1.4,70,"3.76",840,462,0,0,"1.19"
43102300,"Sunflower seeds, flavored",567,18.45,25.92,"5.55","10.6",47.56,0,"0",0.768,1.3,68,"3.63",812,612,0,0,"1.15"
43102400,"Sunflower seeds, NFS",582,19.33,24.07,"2.73","11.1",49.8,0,"0",0.804,1.4,70,"3.8",850,3,0,0,"1.2"
43103000,Sesame seeds,631,20.45,11.73,"0.48","11.6",61.21,0,"3",0.4,0,60,"6.36",370,47,0,0,"3.75"
43103300,Tahini,595,17,21.19,"0.49","9.3",53.76,0,"3",0.149,0,426,"8.95",414,115,0,0,"3.05"
43104000,Flax seeds,534,18.29,28.88,"1.55","27.3",42.16,0,"0",0.473,0.6,255,"5.73",813,30,0,0,"6.96"
43107000,Mixed seeds,580,21.96,21.73,"2.37","10",49.61,0,"0",0.628,1.5,66,"4.87",834,7,0,0,"1.41"
43108010,Chia seeds,486,16.54,42.12,"1.55","34.4",30.74,0,"0",0.473,1.6,631,"7.72",407,16,0,0,"5.8"
51000100,"Bread, NS as to major flour",267,9.43,49.2,"5.34","2.3",3.59,0,"0",0.092,0,211,"3.36",117,477,0,0,"35.7"
51000110,"Bread, NS as to major flour, toasted",293,10.36,54.07,"5.87","2.5",3.94,0,"0",0.101,0,232,"3.69",129,524,0,0,"29.34"
51000180,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",272,10.13,50.26,"3.11","1.7",3.44,4,"19",0.063,0,38,"3.61",118,565,0,0,"34.18"
51000190,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",299,11.14,55.23,"3.42","1.9",3.78,5,"20",0.069,0,42,"3.96",129,621,0,0,"27.68"
51000200,"Roll, NS as to major flour",279,9.77,50.12,"7.28","1.8",3.91,0,"0",0.063,1.3,144,"3.43",122,494,0,0,"34.34"
51000300,"Roll, hard, NS as to major flour",293,9.9,52.7,"1.77","2.3",4.3,0,"0",0.035,0,95,"3.28",108,544,0,0,"31"
51000400,"Roll, bran, NS as to type of bran",263,9.6,44.6,"6.25","3.8",6,0,"0",0.092,0,95,"3.95",160,458,0,0,"38"
51101000,"Bread, white",267,9.43,49.2,"5.34","2.3",3.59,0,"0",0.092,0,211,"3.36",117,477,0,0,"35.7"
51101010,"Bread, white, toasted",293,10.36,54.07,"5.87","2.5",3.94,0,"0",0.101,0,232,"3.69",129,524,0,0,"29.34"
51101050,"Bread, white, made from home recipe or purchased at a bakery",272,10.13,50.26,"3.11","1.7",3.44,4,"19",0.063,0,38,"3.61",118,565,0,0,"34.18"
51101060,"Bread, white, made from home recipe or purchased at a bakery, toasted",299,11.14,55.23,"3.42","1.9",3.78,5,"20",0.069,0,42,"3.96",129,621,0,0,"27.68"
51102010,"Bread, white with whole wheat swirl",260,10.86,46.15,"4.88","4.2",3.57,0,"0",0.154,0,187,"2.96",184,464,0,0,"37.2"
51102020,"Bread, white with whole wheat swirl, toasted",301,12.45,53.39,"5.65","4.7",4.12,0,"0",0.174,0,217,"3.44",208,535,0,0,"27.5"
51105010,"Bread, Cuban",272,10.75,51.88,"4.62","2.2",2.42,0,"0",0.107,0,52,"3.91",117,602,0,0,"33"
51105040,"Bread, Cuban, toasted",299,11.81,57.01,"5.08","2.4",2.66,0,"0",0.118,0,57,"4.3",129,662,0,0,"26.37"
51106010,"Bread, native, water, Puerto Rican style",279,10.39,52.16,"1.79","1.8",3.25,0,"0",0.059,0,28,"3.89",116,544,0,0,"32.28"
51106020,"Bread, native, water, toasted, Puerto Rican style",306,11.41,57.32,"1.96","2",3.58,0,"0",0.065,0,31,"4.28",128,598,0,0,"25.58"
51106200,"Bread, lard, Puerto Rican style",282,7.33,56.1,"7.05","2",3.26,2,"0",0.054,0,14,"3.57",97,433,0,0,"31.78"
51106210,"Bread, lard, toasted, Puerto Rican style",314,8.14,62.34,"7.83","2.2",3.62,2,"0",0.06,0,16,"3.97",107,482,0,0,"24.21"
51106300,"Bread, caressed, Puerto Rican style",275,9.21,49.5,"3.65","1.8",4.57,0,"0",0.059,0,14,"3.57",100,527,0,0,"34.92"
51106310,"Bread, caressed, toasted, Puerto Rican style",302,10.12,54.39,"4.01","2",5.02,0,"0",0.065,0,15,"3.93",110,579,0,0,"28.48"
51107010,"Bread, French or Vienna",272,10.75,51.88,"4.62","2.2",2.42,0,"0",0.107,0,52,"3.91",117,602,0,0,"33"
51107040,"Bread, French or Vienna, toasted",299,11.81,57.01,"5.08","2.4",2.66,0,"0",0.118,0,57,"4.3",129,662,0,0,"26.37"
51108010,"Focaccia, Italian, plain",249,8.77,35.82,"1.75","1.8",7.89,0,"0",0.113,0,35,"3.16",114,561,0,0,"45.91"
51108100,"Bread, naan",311,11.09,50.23,"3.7","5.2",7.28,1,"2",0.139,0,64,"1.88",201,508,0,0,"29.24"
51109010,"Bread, Italian, Grecian, Armenian",259,9.49,48.11,"4.69","2.1",2.73,0,"0",0.104,0,105,"3.45",124,618,0,0,"37.54"
51109040,"Bread, Italian, Grecian, Armenian, toasted",285,10.43,52.87,"5.15","2.3",3,0,"0",0.114,0,115,"3.79",136,679,0,0,"31.36"
51109100,"Bread, pita",275,9.1,55.7,"1.3","2.2",1.2,0,"0",0.034,0,86,"2.62",120,536,0,0,"32.1"
51109150,"Bread, pita with fruit",279,8.16,59.51,"11.61","2.6",1.05,0,"0",0.055,0.3,82,"2.49",209,454,0,0,"29.42"
51111010,"Bread, cheese",408,10.42,44.83,"2.08","2.1",20.83,10,"24",0.048,0,90,"2.49",84,750,0,0,"21.13"
51111040,"Bread, cheese, toasted",448,11.45,49.26,"2.29","2.3",22.89,11,"25",0.053,0,99,"2.74",92,824,0,0,"13.33"
51113010,"Bread, cinnamon",253,7.05,44.38,"14.11","3.5",5.29,0,"0",0.027,0,71,"2.54",74,388,0,0,"41.93"
51113100,"Bread, cinnamon, toasted",293,10.36,54.07,"5.87","2.5",3.94,0,"0",0.101,0,232,"3.69",129,524,0,0,"29.34"
51115010,"Bread, cornmeal and molasses",285,7.91,55.25,"14.95","1.6",3.82,8,"27",0.188,0,52,"3.94",367,314,0,0,"31.21"
51115020,"Bread, cornmeal and molasses, toasted",313,8.69,60.72,"16.43","1.8",4.2,9,"28",0.207,0,57,"4.33",404,346,0,0,"24.41"
51119010,"Bread, egg, Challah",287,9.5,47.8,"1.78","2.3",6,51,"63",0.064,0,93,"3.04",115,380,0,0,"34.7"
51119040,"Bread, egg, Challah, toasted",315,10.44,52.53,"1.96","2.5",6.59,56,"66",0.07,0,102,"3.34",126,418,0,0,"28.24"
51121015,"Garlic bread, NFS",349,8.34,41.64,"3.68","2.5",16.58,0,"13",0.083,0.2,27,"3.04",103,620,0,0,"31.72"
51121025,"Garlic bread, from fast food / restaurant",349,8.34,41.64,"3.68","2.5",16.58,0,"13",0.083,0.2,27,"3.04",103,620,0,0,"31.72"
51121035,"Garlic bread, from frozen",350,8.36,41.72,"3.69","2.5",16.61,0,"13",0.083,0.2,27,"3.05",103,544,0,0,"31.78"
51121045,"Garlic bread, with parmesan cheese, from fast food / restaurant",351,8.76,41.06,"3.61","2.4",16.8,2,"17",0.083,0.2,44,"2.99",104,642,0,0,"31.54"
51121055,"Garlic bread, with parmesan cheese, from frozen",351,8.78,41.14,"3.62","2.5",16.83,2,"17",0.083,0.2,44,"3",105,568,0,0,"31.6"
51121065,"Garlic bread, with melted cheese, from fast food / restaurant",339,11.41,34.21,"3.31","2",17.34,13,"51",0.083,0.2,160,"2.48",105,636,0,0,"34.91"
51121075,"Garlic bread, with melted cheese, from frozen",343,10.36,36.86,"3.44","2.2",17.1,8,"38",0.083,0.2,114,"2.68",105,564,0,0,"33.86"
51121110,"Bread, onion",238,8.81,44.32,"3.33","1.7",2.95,4,"17",0.072,0.9,36,"3.11",124,482,0,0,"42.18"
51121120,"Bread, onion, toasted",262,9.68,48.7,"3.66","1.9",3.24,4,"17",0.079,0.8,40,"3.41",136,530,0,0,"36.46"
51122000,"Bread, reduced calorie and/or high fiber, white or NFS",207,8.7,44.3,"4.76","9.7",2.5,0,"0",0.042,0.5,94,"3.19",76,479,0,0,"42.9"
51122010,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",227,9.56,48.68,"5.23","10.7",2.75,0,"0",0.046,0.5,103,"3.5",84,526,0,0,"37.25"
51122100,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",222,7.83,49.95,"14.51","8.9",2.14,0,"0",0.062,0.7,88,"2.96",172,406,0,0,"38.47"
51122110,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",244,8.6,54.89,"15.94","9.7",2.35,0,"0",0.068,0.7,97,"3.26",189,446,0,0,"32.39"
51122300,"Bread, white, special formula, added fiber",238,10.66,43.91,"5","9.2",2.15,0,"0",0.08,0,684,"4.89",127,478,0,0,"39.6"
51122310,"Bread, white, special formula, added fiber, toasted",262,11.71,48.25,"5.5","10.1",2.36,0,"0",0.088,0,752,"5.37",140,525,0,0,"33.63"
51123010,"Bread, high protein",245,12.1,43.8,"1.44","3",2.2,0,"0",0.071,0,124,"4.15",322,404,0,0,"40"
51123020,"Bread, high protein, toasted",269,13.3,48.13,"1.58","3.3",2.42,0,"0",0.078,0,136,"4.56",354,444,0,0,"34.07"
51127010,"Bread, potato",266,12.5,47.07,"9.38","6.3",3.13,0,"24",0.232,0,188,"2.25",718,375,0,0,"33.55"
51127020,"Bread, potato, toasted",292,13.74,51.72,"10.31","6.9",3.44,0,"25",0.255,0,207,"2.47",789,412,0,0,"26.98"
51129010,"Bread, raisin",270,8.82,52.21,"11.32","2.5",3.26,0,"0",0.1,0.2,196,"3.2",180,432,0,0,"33.68"
51129020,"Bread, raisin, toasted",297,9.69,57.38,"12.44","2.8",3.58,0,"0",0.11,0.3,215,"3.52",197,475,0,0,"27.12"
51130510,"Bread, white, low sodium or no salt",267,8.2,49.6,"4.31","2.3",3.6,1,"0",0.064,0,108,"3.03",119,298,0,0,"36.7"
51130520,"Bread, white, low sodium or no salt, toasted",293,9.01,54.5,"4.74","2.5",3.96,1,"0",0.07,0,119,"3.33",131,327,0,0,"30.44"
51133010,"Bread, sour dough",272,10.75,51.88,"4.62","2.2",2.42,0,"0",0.107,0,52,"3.91",117,602,0,0,"33"
51133020,"Bread, sour dough, toasted",299,11.81,57.01,"5.08","2.4",2.66,0,"0",0.118,0,57,"4.3",129,662,0,0,"26.37"
51134000,"Bread, sweet potato",241,8.64,45.38,"3.53","1.7",2.87,4,"86",0.087,4.1,36,"3.14",157,474,0,0,"41.28"
51134010,"Bread, sweet potato, toasted",265,9.5,49.87,"3.88","1.9",3.15,4,"89",0.096,3.8,39,"3.45",173,521,0,0,"35.48"
51135000,"Bread, vegetable",258,9.67,47.94,"3.54","1.9",3.26,4,"48",0.075,3.6,38,"3.48",162,531,0,0,"37.1"
51135010,"Bread, vegetable, toasted",284,10.62,52.68,"3.9","2",3.59,4,"50",0.082,3.4,42,"3.83",178,584,0,0,"30.88"
51136000,Bruschetta,171,4.29,21.32,"3.34","1.5",7.61,0,"26",0.095,7.9,50,"1.58",187,264,0,0,"65.58"
51140100,"Bread, dough, fried",384,9.36,44.97,"3.55","1.5",18.84,3,"19",0.061,0,54,"3.21",132,177,0,0,"25.81"
51150000,"Roll, white, soft",279,9.77,50.12,"7.28","1.8",3.91,0,"0",0.063,1.3,144,"3.43",122,494,0,0,"34.34"
51153000,"Roll, white, hard",293,9.9,52.7,"1.77","2.3",4.3,0,"0",0.035,0,95,"3.28",108,544,0,0,"31"
51154010,"Roll, white, hot dog bun",279,9.77,50.12,"7.28","1.8",3.91,0,"0",0.063,1.3,144,"3.43",122,494,0,0,"34.34"
51154100,"Roll, white, hamburger bun",279,9.77,50.12,"7.28","1.8",3.91,0,"0",0.063,1.3,144,"3.43",122,494,0,0,"34.34"
51154510,"Roll, diet",272,10.75,51.88,"4.62","2.2",2.42,0,"0",0.107,0,52,"3.91",117,602,0,0,"33"
51154550,"Roll, egg bread",287,9.5,47.8,"1.78","2.3",6,51,"63",0.064,0,93,"3.04",115,380,0,0,"34.7"
51154600,"Roll, cheese",315,11.48,49.56,"5.29","1.9",7.85,9,"17",0.095,0.2,204,"3.54",136,476,0,0,"28.85"
51155000,"Roll, French or Vienna",277,8.6,50.2,"0.31","3.2",4.3,0,"0",0.039,0,91,"2.71",114,574,0,0,"34.8"
51156500,"Roll, garlic",309,10.84,51.92,"5.53","2",6.44,4,"1",0.103,0.2,178,"3.71",140,465,0,0,"28.61"
51157000,"Roll, white, hoagie, submarine",279,9.77,50.12,"7.28","1.8",3.91,0,"0",0.063,1.3,144,"3.43",122,494,0,0,"34.34"
51158100,"Roll, Mexican, bolillo",318,10.65,55.77,"3.55","2.2",5.8,1,"1",0.105,0.2,41,"3.9",131,506,0,0,"26.05"
51159000,"Roll, sour dough",272,10.75,51.88,"4.62","2.2",2.42,0,"0",0.107,0,52,"3.91",117,602,0,0,"33"
51160000,"Roll, sweet, no frosting",321,10.04,53.58,"15.38","3.1",7.37,55,"40",0.11,0.2,62,"2.74",149,253,0,0,"27.83"
51160100,"Roll, sweet, cinnamon bun, no frosting",372,6.2,50.9,"31.73","2.4",16.4,66,"62",0.107,2,72,"1.6",111,304,0,0,"24.8"
51160110,"Roll, sweet, cinnamon bun, frosted",452,4.45,48.6,"25.7","1.2",26.61,5,"0",0.038,0.3,183,"1.37",102,305,0,0,"18.98"
51160200,"Pan dulce, NFS",371,9.07,56.36,"14.09","2.2",12.2,29,"18",0.101,1.2,85,"2.78",102,231,0,0,"21.29"
51161000,"Pan Dulce, with fruit, no frosting",372,6.2,50.9,"31.73","2.4",16.4,66,"62",0.107,2,72,"1.6",111,304,0,0,"24.8"
51161020,"Roll, sweet, with fruit, frosted",379,5.23,53.56,"36.63","2",16.37,56,"52",0.09,1.7,61,"1.38",99,285,0,0,"23.28"
51161030,"Roll, sweet, with fruit, frosted, diet",452,4.45,48.6,"25.7","1.2",26.61,5,"0",0.038,0.3,183,"1.37",102,305,0,0,"18.98"
51161050,"Roll, sweet, frosted",400,5.49,50.92,"34.47","2.5",20.06,52,"49",0.098,1.6,62,"1.45",120,266,0,0,"21.97"
51161250,"Pan Dulce, no topping",367,9.42,56.38,"12.5","2.3",11.58,30,"5",0.057,1.2,86,"2.87",103,228,0,0,"21.54"
51161270,"Pan Dulce, with sugar topping",374,8.73,56.35,"15.68","2.1",12.82,28,"31",0.146,1.1,84,"2.69",102,235,0,0,"21.03"
51161280,"Pan Dulce, with raisins and icing",368,8.29,58.57,"19.6","2.2",11.39,26,"4",0.058,1.1,77,"2.58",127,214,0,0,"20.67"
51165000,"Coffee cake, yeast type",372,6.2,50.9,"31.73","2.4",16.4,66,"62",0.107,2,72,"1.6",111,304,0,0,"24.8"
51166000,Croissant,406,8.2,45.8,"11.26","2.6",21,67,"206",0.058,0.2,37,"2.03",118,384,0,0,"23.2"
51166100,"Croissant, cheese",414,9.2,47,"11.35","2.6",20.9,57,"204",0.073,0.2,53,"2.15",132,361,0,0,"21"
51166200,"Croissant, chocolate",421,7.4,49.4,"19.87","3.3",22.79,54,"165",0.053,0.2,36,"2.25",167,310,12,0,"18.72"
51166500,"Croissant, fruit",396,7.75,47.04,"14.1","3",19.72,63,"193",0.062,0.4,36,"1.99",136,366,0,0,"23.73"
51167000,Brioche,427,8.96,36.31,"3.12","1.5",27.46,174,"269",0.065,0,44,"2.86",130,437,0,0,"25.33"
51168000,"Bread, Spanish coffee",348,7.93,58.84,"12.11","1.9",9.06,37,"16",0.055,0,17,"3.67",115,15,0,0,"23.69"
51180010,Bagel,264,10.56,52.38,"8.43","1.6",1.32,0,"0",0.07,0,105,"3.57",107,422,0,0,"33.81"
51180030,"Bagel, with raisins",268,9.83,55.07,"14.1","1.9",1.21,0,"0",0.08,0.2,101,"3.39",171,382,0,0,"31.98"
51180080,"Bagel, with fruit other than raisins",243,9.55,48.36,"8.43","1.7",1.25,0,"0",0.069,0.2,95,"3.23",101,380,0,0,"39.09"
51182010,Bread stuffing,177,3.14,21.71,"2.35","0.9",8.51,0,"77",0.04,0,30,"1.09",72,471,0,0,"64.91"
51182020,Bread stuffing made with egg,192,3.31,17.77,"1.93","0.8",11.92,25,"118",0.04,0,31,"0.99",71,458,0,0,"65.43"
51183990,"Breadsticks, NFS",342,12.18,44.39,"1.11","2.4",12.85,7,"24",0.103,0,87,"4.64",132,615,0,0,"28.32"
51184000,"Breadsticks, hard, NFS",412,12,68.4,"1.26","3",9.5,0,"0",0.073,0,22,"4.28",124,713,0,0,"6.1"
51184100,"Breadsticks, hard, reduced sodium",434,12.01,72.23,"1.34","2.5",10.86,0,"0",0.066,0,18,"5.33",131,4,0,0,"4.38"
51184200,"Breadsticks, soft, NFS",342,12.18,44.39,"1.11","2.4",12.85,7,"24",0.103,0,87,"4.64",132,615,0,0,"28.32"
51184210,"Breadsticks, soft, fast food / restaurant",342,12.18,44.39,"1.11","2.4",12.85,7,"24",0.103,0,87,"4.64",132,615,0,0,"28.32"
51184220,"Breadsticks, soft, frozen",313,11.09,46.37,"2.8","2.4",9.16,4,"14",0.099,0,137,"4.13",126,514,0,0,"31.31"
51184230,"Breadsticks, soft, with parmesan cheese, fast food / restaurant",344,12.52,43.76,"1.09","2.3",13.15,9,"28",0.102,0,103,"4.56",133,637,0,0,"28.22"
51184260,"Breadsticks, soft, stuffed or topped with melted cheese",333,14.48,36.41,"1.25","1.9",14.36,19,"60",0.099,0,208,"3.75",129,632,0,0,"32.19"
51185000,Croutons,465,10.8,63.5,"4.41","5",18.3,7,"7",0.083,0,96,"2.82",181,1333,0,0,"3.6"
51186010,"Muffin, English",227,8.87,44.17,"3.53","3.5",1.69,0,"0",0.054,1.8,163,"4",109,425,0,0,"43.56"
51186100,"Muffin, English, with raisins",234,8.31,47.68,"9.7","3.6",1.55,0,"0",0.066,1.8,153,"3.78",172,385,0,0,"40.75"
51186130,"Muffin, English, cheese",236,9.59,42.08,"3.37","3.3",3.31,5,"16",0.054,1.7,190,"3.81",107,436,0,0,"43.21"
51186160,"Muffin, English, with fruit other than raisins",243,9.31,47.63,"4.82","3.9",1.8,0,"0",0.062,2.8,170,"4.19",121,442,0,0,"39.45"
51187000,Melba toast,390,12.1,76.6,"0.94","6.3",3.2,0,"0",0.098,0,93,"3.7",202,598,0,0,"5.1"
51187020,Anisette toast,426,10.1,74.2,"12.5","2.5",9.7,8,"16",0.082,5.3,20,"0.6",305,227,0,0,"4.5"
51188100,Pannetone,325,9.76,53.75,"17.79","2.3",8.39,61,"73",0.116,0.7,55,"2.86",165,325,0,0,"26.54"
51188500,Zwieback toast,426,10.1,74.2,"12.5","2.5",9.7,8,"16",0.082,5.3,20,"0.6",305,227,0,0,"4.5"
51300050,"Bread, whole grain white",238,10.66,43.91,"5","9.2",2.15,0,"0",0.08,0,684,"4.89",127,478,0,0,"39.6"
51300060,"Bread, whole grain white, toasted",262,11.71,48.25,"5.5","10.1",2.36,0,"0",0.088,0,752,"5.37",140,525,0,0,"33.63"
51300100,"Bagel, whole grain white",250,10.2,48.89,"6.12","4.1",1.53,0,"0",0.147,0,105,"2.76",165,439,0,0,"37.55"
51300110,"Bread, whole wheat",254,12.3,43.1,"4.41","6",3.55,0,"0",0.216,0,163,"2.56",250,450,0,0,"38.7"
51300120,"Bread, whole wheat, toasted",279,13.52,47.36,"4.85","6.6",3.9,0,"0",0.237,0,179,"2.81",275,495,0,0,"32.64"
51300140,"Bread, whole wheat, made from home recipe or purchased at bakery",267,10.38,46.96,"3.38","6.8",4.26,5,"21",0.174,0,51,"2.38",273,607,0,0,"35.7"
51300150,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",293,11.4,51.61,"3.71","7.4",4.68,5,"22",0.191,0,56,"2.61",300,667,0,0,"29.34"
51300175,"Bread, chappatti or roti",299,7.85,46.13,"2.93","9.7",9.2,0,"0",0.28,0,36,"2.2",196,298,0,0,"35.43"
51300180,"Bread, puri",409,6.84,39.23,"0.18","3.5",24.94,0,"0",0.078,0,16,"2.55",134,170,0,0,"27.99"
51300185,"Bread, paratha",326,6.36,45.35,"4.15","9.6",13.2,1,"2",0.08,0,25,"1.61",139,452,0,0,"33.5"
51300210,"Bread, whole wheat, with raisins",290,8.63,56.35,"19.48","6.5",4.14,6,"23",0.163,0.3,59,"2.22",322,480,0,0,"28.47"
51300220,"Bread, whole wheat, with raisins, toasted",319,9.48,61.92,"21.41","7.2",4.55,6,"24",0.179,0.3,65,"2.44",354,528,0,0,"21.4"
51300300,"Bread, sprouted wheat",188,13.16,33.88,"2.63","5.3",0,0,"0",0.193,0,0,"1.89",198,474,0,0,"50.88"
51300310,"Bread, sprouted wheat, toasted",207,14.46,37.23,"2.89","5.8",0,0,"0",0.212,0,0,"2.08",218,521,0,0,"46.02"
51301010,"Bread, wheat or cracked wheat",274,10.67,47.54,"5.73","4",4.53,0,"0",0.111,0.2,125,"3.6",141,473,0,0,"35.25"
51301020,"Bread, wheat or cracked wheat, toasted",301,11.72,52.24,"6.3","4.4",4.98,0,"0",0.122,0.2,137,"3.96",155,520,0,0,"28.85"
51301040,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery",271,10.33,49.2,"3.18","3.4",3.72,4,"20",0.104,0,42,"3.22",170,576,0,0,"34.53"
51301050,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted",297,11.35,54.06,"3.5","3.7",4.09,5,"21",0.114,0,46,"3.53",187,634,0,0,"28.06"
51301120,"Bread, wheat or cracked wheat, with raisins",292,8.66,57.73,"18.7","3.9",3.72,6,"22",0.108,0.3,52,"2.88",240,462,0,0,"27.84"
51301130,"Bread, wheat or cracked wheat, with raisins, toasted",321,9.51,63.44,"20.55","4.3",4.08,6,"23",0.119,0.3,57,"3.17",263,507,0,0,"20.71"
51301510,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber",207,8.91,44.91,"4.63","10.7",2.55,0,"0",0.08,0.5,93,"3.41",109,465,0,0,"41.91"
51301520,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted",228,9.79,49.35,"5.09","11.8",2.8,0,"0",0.088,0.5,103,"3.75",120,511,0,0,"36.16"
51301540,"Bread, French or Vienna, whole wheat",239,8.33,49.1,"0","4.2",1.04,0,"0",0.16,0,42,"0.75",163,375,0,0,"39.81"
51301550,"Bread, French or Vienna, whole wheat, toasted",263,9.15,53.96,"0","4.6",1.14,0,"0",0.176,0,46,"0.82",179,412,0,0,"33.86"
51301600,"Bread, pita, whole wheat",262,9.8,55.89,"2.87","6.1",1.71,0,"0",0.265,0,15,"3.06",170,421,0,0,"30.6"
51301620,"Bread, pita, wheat or cracked wheat",262,9.8,55.89,"2.87","6.1",1.71,0,"0",0.265,0,15,"3.06",170,421,0,0,"30.6"
51301700,"Bagel, wheat",250,10.2,48.89,"6.12","4.1",1.53,0,"0",0.147,0,105,"2.76",165,439,0,0,"37.55"
51301750,"Bagel, whole wheat",250,10.2,48.89,"6.12","4.1",1.53,0,"0",0.147,0,105,"2.76",165,439,0,0,"37.55"
51301800,"Bagel, wheat, with raisins",255,9.51,51.93,"12.03","4.1",1.4,0,"0",0.149,0.2,100,"2.66",215,398,0,0,"35.34"
51301805,"Bagel, whole wheat, with raisins",255,9.51,51.93,"12.03","4.1",1.4,0,"0",0.149,0.2,100,"2.66",215,398,0,0,"35.34"
51301820,"Bagel, wheat, with fruit and nuts",261,9.54,50.83,"11.74","4.4",2.68,0,"0",0.155,0.2,99,"2.64",213,389,0,0,"35.15"
51301900,"Bagel, wheat bran",250,10.2,48.89,"6.12","4.1",1.53,0,"0",0.147,0,105,"2.76",165,439,0,0,"37.55"
51302500,"Muffin, English, wheat bran",223,8.7,44.8,"1.56","4.6",2,0,"0",0.087,0,178,"2.87",186,353,0,0,"42.3"
51302520,"Muffin, English, wheat bran, with raisins",231,8.16,48.25,"7.92","4.6",1.82,0,"0",0.095,0.2,166,"2.76",234,320,0,0,"39.62"
51303010,"Muffin, English, wheat or cracked wheat",223,8.7,44.8,"1.56","4.6",2,0,"0",0.087,0,178,"2.87",186,353,0,0,"42.3"
51303030,"Muffin, English, whole wheat",223,8.7,44.8,"1.56","4.6",2,0,"0",0.087,0,178,"2.87",186,353,0,0,"42.3"
51303050,"Muffin, English, wheat or cracked wheat, with raisins",230,8.21,47.94,"7.34","4.6",1.84,0,"0",0.094,0.2,167,"2.77",230,323,0,0,"39.86"
51303070,"Muffin, English, whole wheat, with raisins",230,8.21,47.94,"7.34","4.6",1.84,0,"0",0.094,0.2,167,"2.77",230,323,0,0,"39.86"
51303100,"Muffin, English, whole grain white",223,8.7,44.8,"1.56","4.6",2,0,"0",0.087,0,178,"2.87",186,353,0,0,"42.3"
51306000,"Breadsticks, hard, whole wheat",425,15.08,67.9,"3.29","7.1",10.98,0,"0",0.188,0,32,"4.63",267,577,0,0,"3.3"
51320010,"Roll, wheat or cracked wheat",273,8.6,46,"1.63","3.8",6.3,0,"0",0.076,0,176,"3.55",115,524,0,0,"37"
51320060,"Roll, wheat or cracked wheat, hot dog bun",269,11.69,47.31,"6.9","4.2",3.61,0,"27",0.127,1.3,196,"2.92",181,463,0,0,"35.23"
51320070,"Roll, wheat or cracked wheat, hamburger bun",269,11.69,47.31,"6.9","4.2",3.61,0,"27",0.127,1.3,196,"2.92",181,463,0,0,"35.23"
